Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude,Snippet,naics code,input tokens,output tokens
145,ENEL,111.9,1.1,226.3,32.2,Italy,Europe,41.87194,12.56738,"The Enel Group operates in more than 30 countries, bringing energy to people through the adoption of new sustainability-oriented technologies.",2211,99,2
146,SociÃ©tÃ© GÃ©nÃ©rale,107.8,1.0,1648.9,29.5,France,Europe,46.227638,2.213749,"Aug 15, 2024 ... Societe Generale is one of the leading European financial services groups. Based on a diversified and integrated banking model.",5221,117,2
147,Target,73.3,3.0,48.2,43.1,USA,North America,37.09024,-95.712891,Shop Target online and in-store for everything from groceries and essentials to clothing and electronics. Choose contactless pickup or delivery today.,4523,98,2
148,Softbank,38.7,3.8,58.3,47.2,Japan,Asia,36.204824,138.252924,"SoftBank's official homepage provides information on mobile (smartphone, mobile phone, tablet, etc.), Internet service, clean energy, smart robotics, ...",5173,105,2
149,AstraZeneca,28.6,6.4,52.5,58.0,UK,Europe,55.378051,-3.435973,"AstraZeneca is a global, science-led biopharmaceutical business and our innovative medicines are used by millions of patients worldwide.",3254,99,2
150,AIA Group,20.4,3.0,134.4,53.5,Hong Kong,Asia,22.396428,114.109497,AIA provides insurance solutions to both individuals and businesses. Find out more about our services and latest updates.,5241,96,2
151,Occidental Petroleum,24.3,4.6,64.2,67.4,USA,North America,37.09024,-95.712891,The Transition Pathway Initiative (TPI) identified Oxy in November 2021 as one of only three oil ... © Occidental Petroleum Corporation. Privacy Preference Center.,2111,108,2
152,Philip Morris International,31.4,8.8,37.7,150.6,USA,North America,37.09024,-95.712891,We're building PMI's future on smoke-free products that are a better choice than cigarette smoking. Our vision: these products will one day replace ...,3122,104,2
153,Time Warner,28.7,3.0,68.3,53.0,USA,North America,37.09024,-95.712891,"Save with deals on reliable high-speed Internet, premium cable TV and sports, 5G mobile service and home phone. Low monthly prices with no contracts.",5173,105,2
154,UniCredit Group,54.2,1.1,1221.9,29.0,Italy,Europe,41.87194,12.56738,"UniCredit is a pan-European Commercial Bank with a unique service offering in Italy, Germany, Central and Eastern Europe.",5211,98,2
155,Oil & Natural Gas,28.9,5.5,52.1,50.5,India,Asia,20.593684,78.96288,ONGC has a unique distinction of being a company with in-house service capabilities in all areas of Exploration and Production of oil and gas and related ...,2111,106,2
156,Manulife Financial,37.3,2.0,488.2,27.8,Canada,North America,56.130366,-106.346771,"Manulife is a leading financial services group. We provide financial advice, insurance, as well as wealth and asset management solutions for individuals, ...",5241,106,2
159,TNK-BP Holding,43.3,7.6,43.3,33.0,Russia,Europe,61.52401,105.318756,TNK-BP was a major vertically integrated Russian oil company headquartered in Moscow. It was Russia's third-largest oil producer and among the ten largest ...,2111,108,2
159,British American Tobacco,24.1,6.1,44.2,102.0,UK,Europe,55.378051,-3.435973,"The home of BAT, a leading multi-category consumer goods company that provides tobacco and nicotine products to millions of consumers around the world.",3122,101,2
161,Canadian Imperial Bank,17.1,3.0,393.2,32.0,Canada,North America,56.130366,-106.346771,"Meet with us for advice on selecting the right account for you, building your savings, managing debt or investing in your future.",5231,100,2
162,Vinci,51.7,2.5,80.9,25.4,France,Europe,46.227638,2.213749,"A force for good. As an investor, builder and operator of buildings and infrastructure that help to improve daily life and mobility for all, VINCI plays a key ...",2361,108,2
163,BG Group,19.3,4.6,64.4,60.6,UK,Europe,55.378051,-3.435973,The BG Group. The BG GroupThe BG GroupThe BG GroupThe BG Group. Clearing The Way For A Better Tomorrow. Contact Us Today. The BG Group. The BG GroupThe BG ...,2111,114,2
164,Qualcomm,20.5,6.6,44.8,111.6,USA,North America,37.09024,-95.712891,"Breakthrough innovations, real-world technology insights, and thought leadership from voices across Qualcomm.",3344,91,2
165,PNC Financial Services,16.6,3.0,305.1,35.3,USA,North America,37.09024,-95.712891,"PNC Bank offers a wide range of personal banking services including checking and savings accounts, credit cards, mortgage loans, auto loans and much more.",5221,105,2
166,Deere & Co,36.8,3.2,55.2,35.9,USA,North America,37.09024,-95.712891,Products & Support · Company Information · News & Publications · Connect with John Deere.,3331,92,2
167,SAIC Motor,75.0,3.3,48.1,26.7,China,Asia,35.86166,104.195397,"SAIC Motor continued to lead the Chinese auto industry in the first half of this year, with a vehicle deliveries totaling 2.12 million units.",3361,105,2
168,Wesfarmers,59.0,2.2,42.9,51.9,Australia,Oceania,-25.274398,133.775136,"Our diverse businesses cover: home improvement, outdoor living and building materials; general merchandise and apparel; office and technology products; ...",4441,102,2
169,France Telecom,57.4,1.5,113.9,29.2,France,Europe,46.227638,2.213749,"Welcome to the corporate website of the Orange Group, one of the world's leading telecommunications and digital service provider. Orange is here.",5173,99,2
170,Express Scripts,93.9,1.3,58.1,48.9,USA,North America,37.09024,-95.712891,"Millions trust Express Scripts for safety, care and convenience. Express Scripts makes the use of prescription drugs safer and more affordable.",6213,98,2
171,EI du Pont de Nemours,35.3,2.8,49.7,46.6,USA,North America,37.09024,-95.712891,"We make essential innovations the world needs now. From protective equipment, to delivering clean water and enabling smarter, faster electronics; ...",3252,104,2
172,Itochu,51.6,3.6,78.1,20.2,Japan,Asia,36.204824,138.252924,"ITOCHU, one of the leading sogo shosha, is engaging in domestic trading, import/export, and overseas trading of various products such as textile, machinery, ...",4244,111,2
173,ItaÃºsa,27.8,2.2,172.4,25.4,Brazil,South America,-14.235004,-51.92528,Smartphone with logo of Brazilian company ItaÃºsa Investimentos ItaÃº S.A. on screen in front of website ... Person holding cellphone with website of Brazilian ...,5231,111,2
174,Travelers Cos,25.7,2.5,104.9,31.1,USA,North America,37.09024,-95.712891,"Protect your personal and business investments with Travelers Insurance. From auto to homeowners or business insurance, we have the solution to suit your ...",5241,102,2
175,Renault,54.4,2.3,98.9,20.3,France,Europe,46.227638,2.213749,"Welcome to the official website of Renault Group, the next gen automotive company.",3361,89,2
175,Honeywell International,37.7,2.9,41.9,57.6,USA,North America,37.09024,-95.712891,Copyright © 2024 Honeywell International Inc. Terms & Conditions · Privacy Statement · Your Privacy Choices icon · Cookie Notice · Global Unsubscribe. We use ...,3344,108,2
177,L'OrÃ©al Group,28.9,3.7,39.0,94.8,France,Europe,46.227638,2.213749,Here's a look at the Group's latest stories. FOB card ... Discover Our latest news. All go to filtered All; L'Oréal Group go to filtered L'Oréal Group.,3256,114,2
177,RWE Group,67.0,1.7,111.5,22.9,Germany,Europe,51.165691,10.451526,"RWE is a trusted partner for electricity generation, building storage systems and energy trading. Together with our partners we develop innovative solutions.",2211,101,2
179,National Grid,21.7,3.3,75.6,40.7,UK,Europe,55.378051,-3.435973,"Welcome to National Grid, providing New York and Massachusetts with natural gas and electricity for homes and businesses.",2211,94,2
180,McDonald's,27.6,5.5,35.4,99.9,USA,North America,37.09024,-95.712891,McDonalds.com is your hub for everything McDonald's. Find out more about our menu items and promotions today!,7225,96,2
181,Canon,40.1,2.6,45.7,41.9,Japan,Asia,36.204824,138.252924,"Canon U.S.A., Inc. is a leading provider of consumer, business-to-business, and industrial digital imaging solutions to the United States and other markets.",3341,104,2
182,Mondelez International,35.0,1.6,75.5,50.5,USA,North America,37.09024,-95.712891,"Mondelēz International, Inc. (NASDAQ: MDLZ) is one of the world's largest snacks companies, empowering people to snack right in over 150 countries.",3119,111,2
183,Allstate,33.3,2.3,126.9,22.9,USA,North America,37.09024,-95.712891,"Get an online insurance quote for quality coverage in the blink of an eye. Allstate offers insurance for your car, home, rental, motorcycle and more.",5241,105,2
184,Posco,56.5,2.2,74.5,22.9,South Korea,Asia,35.907757,127.766922,"Under the Corporate Citizenship management philosophy, POSCO continues to make changes and spark innovation together with all of our stakeholders. By generating ...",3311,101,2
185,Jardine Matheson,39.6,1.7,63.5,43.3,Hong Kong,Asia,22.396428,114.109497,3 days ago ... Jardine Matheson is a diversified Asia-based group with a broad portfolio of market-leading businesses. We are a Fortune Global 500 company ...,5511,111,2
186,Aflac,25.4,2.9,131.1,23.9,USA,North America,37.09024,-95.712891,Aflac provides supplemental insurance to help pay out-of-pocket expenses your major medical insurance doesn't cover. Get started with a quote today!,5241,102,2
187,Surgutneftegas,23.4,7.2,51.4,33.7,Russia,Europe,61.52401,105.318756,"«Surgutneftegas» Public Joint Stock Company. ul.Grigoriya Kukuyevitskogo, 1, bld. 1, the city of Surgut, Tyumenskaya Oblast ... «Surgutneftegas» PJSC.",2111,136,2
188,SABMiller,16.7,4.3,55.0,84.1,UK,Europe,55.378051,-3.435973,Passion for beer is at the heart of everything we do. We are the proud makers of more than 500 iconic global and local brands.,3121,104,2
189,Union Pacific,20.9,3.9,47.2,66.5,USA,North America,37.09024,-95.712891,"Union Pacific operates North America's premier railroad franchise, covering 23 states in the western two-thirds of the United States.",4821,97,2
190,Deutsche Post,73.2,2.2,45.0,29.4,Germany,Europe,51.165691,10.451526,"DEUTSCHE POST AG. 39.19 EUR-0.36 %. DAX. 18,591.85. 09/04/2024 | 5:35 PM CEST. 1 ... Deutsche Post motorcycle courier and VW Beetle. History · At a glance ...",4921,137,2
191,Japan Tobacco,24.6,3.9,43.0,61.6,Japan,Asia,36.204824,138.252924,"JT Group is a leading global tobacco company which operates in over 70 countries, and our products are sold in more than 130. We strive to be a responsible ...",3122,109,2
192,Amgen,17.3,4.3,54.3,68.7,USA,North America,37.09024,-95.712891,"Amgen is committed to unlocking the potential of biology for patients suffering from serious illnesses by discovering, developing, manufacturing and ...",3254,99,2
193,Dow Chemical,56.8,1.2,69.6,40.7,USA,North America,37.09024,-95.712891,"Dow is a materials science company that offers a wide range of products and services, including agricultural films, construction materials, ...",3252,99,2
193,3M,29.9,4.4,33.9,73.4,USA,North America,37.09024,-95.712891,3M applies science and innovation to make a real impact by igniting progress and inspiring innovation in lives and communities across the globe.,3251,101,2
195,Bank of New York Mellon,15.1,2.4,359.0,33.5,USA,North America,37.09024,-95.712891,"BNY is a global financial services company overseeing nearly $50 trillion — managing it, moving it and keeping it safe.",5239,101,2
196,Christian Dior,38.6,1.8,69.9,32.0,France,Europe,46.227638,2.213749,"DIOR official website. Discover Christian Dior fashion, fragrance and accessories for Women and Men.",4481,92,2
197,Valero Energy,139.2,2.1,44.5,24.4,USA,North America,37.09024,-95.712891,Valero is the best-in-class producer of fuels and products that are essential to modern life. We are the largest global independent refiner and America's ...,3241,106,2
198,Duke Energy,19.6,1.8,113.9,49.3,USA,North America,37.09024,-95.712891,Everything you need to know about energy savings and information regarding energy service for your home from Duke Energy.,2211,95,2
199,KDDI,43.1,2.9,47.4,29.1,Japan,Asia,36.204824,138.252924,"Official Site of KDDI. Introduction to Personal, Business, Corporate Information and Customer Support.",5173,94,2
200,Telstra,25.8,3.5,40.5,58.4,Australia,Oceania,-25.274398,133.775136,"Join Australia's largest mobile network, view our plans for NBN broadband internet, mobile phones, 5G & on demand streaming services.",5173,101,2
201,WellPoint,61.7,2.7,59.0,19.8,USA,North America,37.09024,-95.712891,"With Wellpoint, your whole health is our whole point. Our Medicare and Medicaid insurance plans are dedicated to delivering whole-person health.",6211,100,2
203,Walgreen,70.8,2.1,35.6,40.2,USA,North America,37.09024,-95.712891,"Your go-to for Pharmacy, Health & Wellness and Photo products. Refill prescriptions online, order items for delivery or store pickup, and create Photo ...",4461,105,2
204,Schneider Electric,31.6,2.4,45.4,42.2,France,Europe,46.227638,2.213749,"Schneider Electric Global. As a global specialist in energy management and automation in more than 100 countries, we offer integrated energy solutions ...",3353,102,2
205,Dell,56.9,2.4,47.5,25.0,USA,North America,37.09024,-95.712891,"Dell provides technology solutions, services & support. Buy Laptops, Touch Screen PCs, Desktops, Servers, Storage, Monitors, Gaming & Accessories.",4234,104,2
